user_id,item_id,category_id,behavior_type,timestamp,datetime
1348,3216145,235534,pv,1512231702,2017-12-03 00:21:42
1348,3851904,3208959,pv,1512232544,2017-12-03 00:35:44
1348,3916234,3208959,pv,1512232547,2017-12-03 00:35:47
1348,3851904,3208959,pv,1512232551,2017-12-03 00:35:51
1348,3148676,1464116,pv,1512239836,2017-12-03 02:37:16
1348,3657877,1379146,pv,1512275596,2017-12-03 12:33:16
1348,1957206,235534,pv,1512275790,2017-12-03 12:36:30
1348,2870867,1379146,pv,1512275818,2017-12-03 12:36:58
1348,3956425,1379146,pv,1512275887,2017-12-03 12:38:07
1348,4059952,1379146,pv,1512276171,2017-12-03 12:42:51
1348,4817248,2629787,pv,1512305312,2017-12-03 20:48:32
1348,5126221,2629787,pv,1512305350,2017-12-03 20:49:10
1348,3257827,2629787,pv,1512305421,2017-12-03 20:50:21
1854,4921385,4995985,pv,1511780210,2017-11-27 18:56:50
1854,1134668,4995985,buy,1511780909,2017-11-27 19:08:29
1854,4831634,2124307,pv,1511781048,2017-11-27 19:10:48
1854,4434057,2124307,pv,1511781104,2017-11-27 19:11:44
1854,4345611,1312642,pv,1511781166,2017-11-27 19:12:46
1854,2589758,1312642,pv,1511781255,2017-11-27 19:14:15
1854,3045400,1312642,pv,1511781385,2017-11-27 19:16:25
1854,2589758,1312642,pv,1511781480,2017-11-27 19:18:00
1854,1245680,1766039,pv,1511781586,2017-11-27 19:19:46
1854,262417,1766039,pv,1511781718,2017-11-27 19:21:58
1854,1245680,1766039,pv,1511781789,2017-11-27 19:23:09
1854,262417,1766039,pv,1511781803,2017-11-27 19:23:23
1854,2313404,1766039,pv,1511781871,2017-11-27 19:24:31
1854,4313273,1766039,pv,1511781907,2017-11-27 19:25:07
1854,2203637,1766039,pv,1511781919,2017-11-27 19:25:19
1854,392376,1766039,pv,1511781992,2017-11-27 19:26:32
1854,3006920,1766039,pv,1511782067,2017-11-27 19:27:47
1854,4472717,1766039,pv,1511782119,2017-11-27 19:28:39
1854,2643372,1766039,pv,1511782137,2017-11-27 19:28:57
1854,3583774,70270,pv,1511782235,2017-11-27 19:30:35
1854,1313526,2440115,pv,1511782555,2017-11-27 19:35:55
1854,3045400,1312642,pv,1511782854,2017-11-27 19:40:54
1854,2539444,1733868,pv,1511869466,2017-11-28 19:44:26
1854,1053479,2779062,pv,1511869477,2017-11-28 19:44:37
1854,2619268,1733868,pv,1511869488,2017-11-28 19:44:48
1854,100681,1733868,pv,1511869508,2017-11-28 19:45:08
1854,131627,2892802,pv,1511952031,2017-11-29 18:40:31
1854,2556809,2892802,pv,1511952050,2017-11-29 18:40:50
1854,2035238,4078249,pv,1511952165,2017-11-29 18:42:45
1854,4472517,2611736,pv,1511952502,2017-11-29 18:48:22
1854,3666734,4078249,pv,1511952548,2017-11-29 18:49:08
1854,4923341,2732466,pv,1512037410,2017-11-30 18:23:30
1854,2994460,2732466,pv,1512037434,2017-11-30 18:23:54
1854,3049385,2732466,pv,1512037449,2017-11-30 18:24:09
1854,1429932,1312642,pv,1512037571,2017-11-30 18:26:11
1854,4269866,84264,pv,1512037613,2017-11-30 18:26:53
1854,1059898,4643350,pv,1512108002,2017-12-01 14:00:02
1854,3507875,4643350,pv,1512109370,2017-12-01 14:22:50
1854,2997406,4850337,pv,1512128636,2017-12-01 19:43:56
1854,3798447,3312150,pv,1512129816,2017-12-01 20:03:36
1854,2201110,2181935,pv,1512129921,2017-12-01 20:05:21
1854,4175383,4173315,pv,1512132577,2017-12-01 20:49:37
1854,1743488,4173315,pv,1512132664,2017-12-01 20:51:04
1854,2201110,2181935,pv,1512180203,2017-12-02 10:03:23
1854,1193623,3155703,buy,1512262520,2017-12-03 08:55:20
1854,3616538,4943103,pv,1512279091,2017-12-03 13:31:31
1878,1770884,965809,pv,1511560168,2017-11-25 05:49:28
1878,1128823,965809,pv,1511561339,2017-11-25 06:08:59
1878,3037550,2287226,pv,1512102860,2017-12-01 12:34:20
1878,1024097,2287226,pv,1512167569,2017-12-02 06:32:49
1878,1938372,2287226,pv,1512167672,2017-12-02 06:34:32
1878,3864394,2287226,pv,1512167712,2017-12-02 06:35:12
1878,1983753,2287226,pv,1512167752,2017-12-02 06:35:52
1878,2046292,965809,pv,1512167932,2017-12-02 06:38:52
1878,3673727,2287226,pv,1512182559,2017-12-02 10:42:39
1878,1938372,2287226,pv,1512182601,2017-12-02 10:43:21
1878,1619358,2287226,pv,1512182623,2017-12-02 10:43:43
1878,3747139,2287226,pv,1512182646,2017-12-02 10:44:06
1878,4342953,2287226,pv,1512259220,2017-12-03 08:00:20
1878,3747139,2287226,pv,1512259393,2017-12-03 08:03:13
1878,1407545,2287226,fav,1512259749,2017-12-03 08:09:09
3866,2840756,2453525,cart,1511758446,2017-11-27 12:54:06
3866,1263560,2453525,pv,1511758509,2017-11-27 12:55:09
3866,3244756,3439012,pv,1511823126,2017-11-28 06:52:06
3866,641170,3439012,pv,1511823187,2017-11-28 06:53:07
3866,3479135,3439012,pv,1511823201,2017-11-28 06:53:21
3866,2164287,722945,pv,1511823282,2017-11-28 06:54:42
3866,1014626,1516409,pv,1511823337,2017-11-28 06:55:37
3866,641170,3439012,pv,1511823350,2017-11-28 06:55:50
3866,3479135,3439012,pv,1511823395,2017-11-28 06:56:35
3866,3701890,3439012,cart,1511823468,2017-11-28 06:57:48
3866,373415,982926,pv,1511874857,2017-11-28 21:14:17
3866,592557,2735466,pv,1511874907,2017-11-28 21:15:07
3866,536011,2419959,pv,1511875003,2017-11-28 21:16:43
3866,907491,1216617,pv,1511875024,2017-11-28 21:17:04
3866,582970,1834026,pv,1511876916,2017-11-28 21:48:36
3866,3031863,1834026,pv,1511877089,2017-11-28 21:51:29
3866,582970,1834026,cart,1511877634,2017-11-28 22:00:34
3866,2978826,2735466,pv,1512182645,2017-12-02 10:44:05
3866,4112194,2735466,cart,1512184584,2017-12-02 11:16:24
3866,2978826,2735466,cart,1512184627,2017-12-02 11:17:07
3866,4112194,2735466,pv,1512184716,2017-12-02 11:18:36
3866,2978826,2735466,pv,1512184723,2017-12-02 11:18:43
3866,4112194,2735466,pv,1512184733,2017-12-02 11:18:53
3866,2978826,2735466,pv,1512184755,2017-12-02 11:19:15
3866,98500,2735466,cart,1512184853,2017-12-02 11:20:53
3866,2978826,2735466,pv,1512185095,2017-12-02 11:24:55
3866,1659253,3002561,pv,1512196983,2017-12-02 14:43:03
3866,2239744,983613,pv,1512197112,2017-12-02 14:45:12
3866,5002015,3255355,pv,1512197154,2017-12-02 14:45:54
3866,659610,1575622,cart,1512197273,2017-12-02 14:47:53
3866,43477,1575622,pv,1512197318,2017-12-02 14:48:38
3866,4112194,2735466,pv,1512197827,2017-12-02 14:57:07
3866,2978826,2735466,pv,1512197975,2017-12-02 14:59:35
3866,4112194,2735466,pv,1512292825,2017-12-03 17:20:25
3866,98500,2735466,pv,1512292830,2017-12-03 17:20:30
3866,4810516,2735466,pv,1512313159,2017-12-03 22:59:19
4293,1459442,4756105,pv,1511601182,2017-11-25 17:13:02
4293,1514670,4756105,pv,1511601247,2017-11-25 17:14:07
4293,3595980,4756105,fav,1511601270,2017-11-25 17:14:30
4293,4615977,4756105,fav,1511601310,2017-11-25 17:15:10
4293,842197,4756105,pv,1511601325,2017-11-25 17:15:25
4293,1570866,4756105,pv,1511601327,2017-11-25 17:15:27
4293,1573133,4756105,pv,1511601371,2017-11-25 17:16:11
4293,4427745,4756105,fav,1511601408,2017-11-25 17:16:48
4293,297610,4756105,pv,1511601412,2017-11-25 17:16:52
4293,4427745,4756105,pv,1511601413,2017-11-25 17:16:53
4293,1573133,4756105,pv,1511601433,2017-11-25 17:17:13
4293,3227379,4756105,pv,1511601485,2017-11-25 17:18:05
4293,612993,4756105,fav,1511601505,2017-11-25 17:18:25
4293,1691263,4756105,pv,1511601546,2017-11-25 17:19:06
4293,4615977,4756105,pv,1511601583,2017-11-25 17:19:43
4293,533410,4145813,pv,1511968076,2017-11-29 23:07:56
4293,2341737,4145813,pv,1511968206,2017-11-29 23:10:06
4293,2024674,1464116,pv,1512035801,2017-11-30 17:56:41
4293,534876,1464116,pv,1512035806,2017-11-30 17:56:46
4293,3439383,1288487,pv,1512047241,2017-11-30 21:07:21
4293,2940593,1297992,pv,1512047324,2017-11-30 21:08:44
4293,768677,1297992,pv,1512047355,2017-11-30 21:09:15
4293,2990258,1297992,pv,1512047364,2017-11-30 21:09:24
4293,1338160,1288487,pv,1512047410,2017-11-30 21:10:10
4293,4616648,1288487,pv,1512047437,2017-11-30 21:10:37
4293,302182,1288487,fav,1512047489,2017-11-30 21:11:29
4293,4815760,1297992,pv,1512047507,2017-11-30 21:11:47
4293,3640973,1288487,pv,1512047526,2017-11-30 21:12:06
4293,5117976,1288487,pv,1512047541,2017-11-30 21:12:21
4293,1569607,1288487,pv,1512047563,2017-11-30 21:12:43
4293,4969201,1297992,pv,1512090040,2017-12-01 09:00:40
4293,3640973,1288487,pv,1512090046,2017-12-01 09:00:46
4293,4025479,4181361,pv,1512090113,2017-12-01 09:01:53
4293,1243783,4181361,pv,1512090122,2017-12-01 09:02:02
4293,360431,4145813,pv,1512178271,2017-12-02 09:31:11
4293,2777518,4756105,pv,1512178280,2017-12-02 09:31:20
4293,2341737,4145813,fav,1512178290,2017-12-02 09:31:30
4293,5115669,1297992,fav,1512178329,2017-12-02 09:32:09
4293,3593217,4145813,fav,1512178361,2017-12-02 09:32:41
4293,2186499,4145813,pv,1512178377,2017-12-02 09:32:57
4293,3989924,4145813,fav,1512178433,2017-12-02 09:33:53
4293,4104314,4145813,pv,1512178499,2017-12-02 09:34:59
4293,4224007,4145813,pv,1512178514,2017-12-02 09:35:14
4293,680283,4145813,pv,1512178622,2017-12-02 09:37:02
4293,2695620,4145813,fav,1512178686,2017-12-02 09:38:06
4293,1389368,3002561,pv,1512178730,2017-12-02 09:38:50
4293,1417812,3002561,pv,1512178769,2017-12-02 09:39:29
4293,2695620,4145813,pv,1512178824,2017-12-02 09:40:24
4293,1649625,4145813,pv,1512178885,2017-12-02 09:41:25
4293,2530632,4756105,pv,1512179218,2017-12-02 09:46:58
4293,4296522,4145813,pv,1512179318,2017-12-02 09:48:38
4293,3878908,982926,pv,1512179337,2017-12-02 09:48:57
4293,3376463,2465336,fav,1512179341,2017-12-02 09:49:01
4293,3878908,982926,pv,1512179347,2017-12-02 09:49:07
4293,4667259,4181361,pv,1512179373,2017-12-02 09:49:33
4293,1792750,3002561,fav,1512179388,2017-12-02 09:49:48
4293,1014857,4181361,fav,1512179411,2017-12-02 09:50:11
4293,3463522,4181361,pv,1512179460,2017-12-02 09:51:00
4293,4868819,4181361,fav,1512179500,2017-12-02 09:51:40
4293,4792734,4181361,pv,1512179632,2017-12-02 09:53:52
4293,3596912,4181361,pv,1512179812,2017-12-02 09:56:52
4293,4821155,4181361,pv,1512179869,2017-12-02 09:57:49
4293,4544886,4181361,fav,1512180118,2017-12-02 10:01:58
4293,5042782,4181361,fav,1512180130,2017-12-02 10:02:10
4293,2024485,2885642,pv,1512180374,2017-12-02 10:06:14
4293,1014857,4181361,pv,1512180449,2017-12-02 10:07:29
4293,1633923,4697972,pv,1512180541,2017-12-02 10:09:01
4293,2224129,4697972,pv,1512180549,2017-12-02 10:09:09
4293,3445115,4697972,pv,1512180561,2017-12-02 10:09:21
4293,4632023,4697972,pv,1512180611,2017-12-02 10:10:11
4293,3615403,4697972,pv,1512180646,2017-12-02 10:10:46
4293,2341737,4145813,pv,1512275053,2017-12-03 12:24:13
4293,472798,4145813,pv,1512275116,2017-12-03 12:25:16
4293,4501963,4145813,pv,1512275127,2017-12-03 12:25:27
4293,4025479,4181361,pv,1512275244,2017-12-03 12:27:24
4293,117469,753984,pv,1512275307,2017-12-03 12:28:27
4293,1331044,753984,pv,1512275322,2017-12-03 12:28:42
4293,233586,753984,pv,1512275409,2017-12-03 12:30:09
4293,892658,753984,pv,1512275466,2017-12-03 12:31:06
4293,4618760,753984,pv,1512275476,2017-12-03 12:31:16
4293,659847,753984,pv,1512275751,2017-12-03 12:35:51
4293,4841808,753984,pv,1512275882,2017-12-03 12:38:02
4293,659847,753984,pv,1512276281,2017-12-03 12:44:41
4293,3140816,4181361,pv,1512276619,2017-12-03 12:50:19
4293,4010829,4181361,pv,1512276671,2017-12-03 12:51:11
4293,3548106,4181361,pv,1512276677,2017-12-03 12:51:17
4293,4517591,4181361,pv,1512276712,2017-12-03 12:51:52
4293,2874171,4181361,pv,1512276812,2017-12-03 12:53:32
4293,688928,4181361,pv,1512276827,2017-12-03 12:53:47
4293,665588,4181361,pv,1512277166,2017-12-03 12:59:26
4293,1754412,4181361,fav,1512277689,2017-12-03 13:08:09
4293,302182,1288487,pv,1512278483,2017-12-03 13:21:23
4293,659847,753984,pv,1512278758,2017-12-03 13:25:58
4293,1774802,753984,pv,1512279080,2017-12-03 13:31:20
4293,1886839,753984,pv,1512279088,2017-12-03 13:31:28
4293,659847,753984,pv,1512279254,2017-12-03 13:34:14
4293,3376463,2465336,pv,1512279469,2017-12-03 13:37:49
4293,2695620,4145813,pv,1512279475,2017-12-03 13:37:55
4293,1306808,4145813,pv,1512279610,2017-12-03 13:40:10
4295,641971,3002561,fav,1511604375,2017-11-25 18:06:15
4295,5070122,2465336,pv,1511604562,2017-11-25 18:09:22
4295,3387807,2520771,pv,1511604575,2017-11-25 18:09:35
4295,1500112,4145813,fav,1511604600,2017-11-25 18:10:00
4295,3559022,4708262,fav,1511604646,2017-11-25 18:10:46
4295,2108905,4181361,pv,1511604759,2017-11-25 18:12:39
4295,3783337,2465336,pv,1511604878,2017-11-25 18:14:38
4295,798134,1154246,pv,1511604910,2017-11-25 18:15:10
4295,3307905,2520377,pv,1511604943,2017-11-25 18:15:43
4295,4243914,2520377,fav,1511604976,2017-11-25 18:16:16
4295,4203428,2520377,fav,1511605051,2017-11-25 18:17:31
4295,2268318,2520377,fav,1511605066,2017-11-25 18:17:46
4295,2657075,3744190,cart,1511614593,2017-11-25 20:56:33
4295,1317700,4615159,pv,1511614619,2017-11-25 20:56:59
4295,252930,3744190,pv,1511614684,2017-11-25 20:58:04
4295,2150511,4615159,pv,1511615134,2017-11-25 21:05:34
4295,4784373,4615159,fav,1511615719,2017-11-25 21:15:19
4295,4884092,3108882,pv,1511623657,2017-11-25 23:27:37
4295,2500671,2520377,pv,1511623999,2017-11-25 23:33:19
4295,4727579,2520377,fav,1511624087,2017-11-25 23:34:47
4295,774373,2520377,fav,1511624189,2017-11-25 23:36:29
4295,3426342,2520377,fav,1511624326,2017-11-25 23:38:46
4295,461101,2920476,pv,1511624613,2017-11-25 23:43:33
4295,2814365,4801426,fav,1511624845,2017-11-25 23:47:25
4295,3286604,4801426,pv,1511624943,2017-11-25 23:49:03
4295,1603397,4801426,pv,1511624955,2017-11-25 23:49:15
4295,4442819,4801426,pv,1511624982,2017-11-25 23:49:42
4295,3536692,4801426,fav,1511625050,2017-11-25 23:50:50
4295,3331037,4217906,pv,1511625486,2017-11-25 23:58:06
4295,4345610,1946069,pv,1511625575,2017-11-25 23:59:35
4295,2999247,4801426,pv,1511625598,2017-11-25 23:59:58
4295,3137405,3398567,pv,1511625685,2017-11-26 00:01:25
4295,2814365,4801426,pv,1511625772,2017-11-26 00:02:52
4295,3426342,2520377,pv,1511625788,2017-11-26 00:03:08
4295,3292397,2520771,pv,1511625905,2017-11-26 00:05:05
4295,3426342,2520377,pv,1511625919,2017-11-26 00:05:19
4295,1832692,2520377,pv,1511625971,2017-11-26 00:06:11
4295,5152110,982926,pv,1511626036,2017-11-26 00:07:16
4295,1329517,1320293,pv,1511626046,2017-11-26 00:07:26
4295,1628333,982926,fav,1511626089,2017-11-26 00:08:09
4295,666435,149192,pv,1511626186,2017-11-26 00:09:46
4295,2716034,2131531,fav,1511626282,2017-11-26 00:11:22
4295,4249931,2131531,pv,1511626350,2017-11-26 00:12:30
4295,2716034,2131531,pv,1511626482,2017-11-26 00:14:42
4295,2590620,3030023,pv,1511626565,2017-11-26 00:16:05
4295,1911650,4801426,pv,1511626673,2017-11-26 00:17:53
4295,218745,1320293,pv,1511626737,2017-11-26 00:18:57
4295,2196602,2393184,fav,1511679061,2017-11-26 14:51:01
4295,1840594,2393184,pv,1511679161,2017-11-26 14:52:41
4295,4442819,4801426,pv,1511679197,2017-11-26 14:53:17
4295,1911650,4801426,fav,1511679240,2017-11-26 14:54:00
4295,3787283,2520377,pv,1511679293,2017-11-26 14:54:53
4295,1890718,2520377,fav,1511679317,2017-11-26 14:55:17
4295,2329386,982926,pv,1511679582,2017-11-26 14:59:42
4295,2742893,1320293,pv,1511679603,2017-11-26 15:00:03
4295,601106,1320293,pv,1511679741,2017-11-26 15:02:21
4295,1081903,2520771,fav,1511679760,2017-11-26 15:02:40
4295,2316558,4756105,fav,1511679969,2017-11-26 15:06:09
4295,4091535,4756105,pv,1511680068,2017-11-26 15:07:48
4295,4861076,4756105,pv,1511680090,2017-11-26 15:08:10
4295,2918701,2355072,pv,1511680267,2017-11-26 15:11:07
4295,165071,2355072,pv,1511680288,2017-11-26 15:11:28
4295,3147574,2355072,pv,1511680365,2017-11-26 15:12:45
4295,4163172,2520377,pv,1511680585,2017-11-26 15:16:25
4295,1691647,2355072,pv,1511680716,2017-11-26 15:18:36
4295,2590620,3030023,fav,1511680872,2017-11-26 15:21:12
4295,2716034,2131531,pv,1511680933,2017-11-26 15:22:13
4295,3387807,2520771,fav,1511683050,2017-11-26 15:57:30
4295,4837172,2355072,pv,1511683080,2017-11-26 15:58:00
4295,1746726,2920476,pv,1511683159,2017-11-26 15:59:19
4295,810967,2355072,fav,1511683242,2017-11-26 16:00:42
4295,2957362,982926,fav,1511683283,2017-11-26 16:01:23
4295,1651933,2520377,fav,1511683306,2017-11-26 16:01:46
4295,2783550,149192,pv,1511683341,2017-11-26 16:02:21
4295,2396133,149192,pv,1511683360,2017-11-26 16:02:40
4295,4813854,149192,pv,1511683546,2017-11-26 16:05:46
4295,4382617,2520377,fav,1511684040,2017-11-26 16:14:00
4295,3289558,3774512,pv,1511684166,2017-11-26 16:16:06
4295,5009159,3774512,pv,1511684277,2017-11-26 16:17:57
4295,2856386,3774512,pv,1511684351,2017-11-26 16:19:11
4295,2529516,3774512,pv,1511684361,2017-11-26 16:19:21
4295,1504733,3774512,pv,1511684371,2017-11-26 16:19:31
4295,3447282,3774512,pv,1511684410,2017-11-26 16:20:10
4295,4381100,3774512,pv,1511684458,2017-11-26 16:20:58
4295,1200258,3774512,fav,1511684536,2017-11-26 16:22:16
4295,566916,1320293,pv,1511684644,2017-11-26 16:24:04
4295,2909308,1320293,pv,1511684645,2017-11-26 16:24:05
4295,1239597,982926,pv,1511684679,2017-11-26 16:24:39
4295,1807542,1320293,pv,1511684700,2017-11-26 16:25:00
4295,5152110,982926,fav,1511684740,2017-11-26 16:25:40
4295,52115,982926,fav,1511684859,2017-11-26 16:27:39
4295,3662570,4145813,pv,1511684938,2017-11-26 16:28:58
4295,750464,883960,pv,1511685596,2017-11-26 16:39:56
4295,1732495,570735,pv,1511685654,2017-11-26 16:40:54
4295,4238809,570735,fav,1511685686,2017-11-26 16:41:26
4295,2116735,2520377,pv,1511685888,2017-11-26 16:44:48
4295,470736,715487,pv,1511685934,2017-11-26 16:45:34
4295,1965576,2520377,fav,1511686066,2017-11-26 16:47:46
4295,19459,1879194,fav,1511708152,2017-11-26 22:55:52
4295,1108726,1275696,fav,1511708195,2017-11-26 22:56:35
4295,1885510,1879194,fav,1511710170,2017-11-26 23:29:30
4295,2266760,1879194,fav,1511710248,2017-11-26 23:30:48
4295,2587413,1879194,pv,1511710369,2017-11-26 23:32:49
4295,2046552,1879194,fav,1511710518,2017-11-26 23:35:18
